"","item1","item2","correlation"
"8201","commitment","majesty",-0.082572282384477
"8202","free","majesty",-0.082572282384477
"8203","improve","majesty",-0.082572282384477
"8204","friendly","majesty",-0.082572282384477
"8205","subjected","support",-0.082572282384477
"8206","smart","support",-0.082572282384477
"8207","reasonably","support",-0.082572282384477
"8208","solid","support",-0.082572282384477
"8209","threats","support",-0.082572282384477
"8210","regal","support",-0.082572282384477
"8211","top","support",-0.082572282384477
"8212","loss","support",-0.082572282384477
"8213","significant","support",-0.082572282384477
"8214","capability","support",-0.082572282384477
"8215","continuity","support",-0.082572282384477
"8216","economical","support",-0.082572282384477
"8217","effective","support",-0.082572282384477
"8218","interests","support",-0.082572282384477
"8219","reputation","support",-0.082572282384477
"8220","successfully","support",-0.082572282384477
"8221","variety","support",-0.082572282384477
"8222","waste","support",-0.082572282384477
"8223","respect","support",-0.082572282384477
"8224","confidence","support",-0.082572282384477
"8225","covenant","support",-0.082572282384477
"8226","improvement","support",-0.082572282384477
"8227","transparent","support",-0.082572282384477
"8228","trust","support",-0.082572282384477
"8229","favor","support",-0.082572282384477
"8230","damage","support",-0.082572282384477
"8231","liable","support",-0.082572282384477
"8232","supple","support",-0.082572282384477
"8233","lead","support",-0.082572282384477
"8234","keen","support",-0.082572282384477
"8235","vice","support",-0.082572282384477
"8236","competitive","support",-0.082572282384477
"8237","complaints","support",-0.082572282384477
"8238","losses","support",-0.082572282384477
"8239","smarter","support",-0.082572282384477
"8240","awarded","support",-0.082572282384477
"8241","pure","support",-0.082572282384477
"8242","recommendations","support",-0.082572282384477
"8243","volatile","support",-0.082572282384477
"8244","valor","support",-0.082572282384477
"8245","attentive","support",-0.082572282384477
"8246","innovation","support",-0.082572282384477
"8247","reliable","support",-0.082572282384477
"8248","commitment","accessible",-0.082572282384477
"8249","free","accessible",-0.082572282384477
"8250","improve","accessible",-0.082572282384477
"8251","friendly","accessible",-0.082572282384477
"8252","commitment","concise",-0.082572282384477
"8253","free","concise",-0.082572282384477
"8254","improve","concise",-0.082572282384477
"8255","friendly","concise",-0.082572282384477
"8256","commitment","facilitate",-0.082572282384477
"8257","free","facilitate",-0.082572282384477
"8258","improve","facilitate",-0.082572282384477
"8259","friendly","facilitate",-0.082572282384477
"8260","commitment","greatest",-0.082572282384477
"8261","free","greatest",-0.082572282384477
"8262","improve","greatest",-0.082572282384477
"8263","friendly","greatest",-0.082572282384477
"8264","commitment","impaired",-0.082572282384477
"8265","free","impaired",-0.082572282384477
"8266","improve","impaired",-0.082572282384477
"8267","friendly","impaired",-0.082572282384477
"8268","commitment","success",-0.082572282384477
"8269","free","success",-0.082572282384477
"8270","improve","success",-0.082572282384477
"8271","friendly","success",-0.082572282384477
"8272","commitment","encourage",-0.082572282384477
"8273","free","encourage",-0.082572282384477
"8274","improve","encourage",-0.082572282384477
"8275","friendly","encourage",-0.082572282384477
"8276","better","favor",-0.082572282384477
"8277","commitment","favor",-0.082572282384477
"8278","free","favor",-0.082572282384477
"8279","engaging","favor",-0.082572282384477
"8280","improve","favor",-0.082572282384477
"8281","like","favor",-0.082572282384477
"8282","support","favor",-0.082572282384477
"8283","friendly","favor",-0.082572282384477
"8284","better","damage",-0.082572282384477
"8285","commitment","damage",-0.082572282384477
"8286","free","damage",-0.082572282384477
"8287","engaging","damage",-0.082572282384477
"8288","improve","damage",-0.082572282384477
"8289","like","damage",-0.082572282384477
"8290","support","damage",-0.082572282384477
"8291","friendly","damage",-0.082572282384477
"8292","better","liable",-0.082572282384477
"8293","commitment","liable",-0.082572282384477
"8294","free","liable",-0.082572282384477
"8295","engaging","liable",-0.082572282384477
"8296","improve","liable",-0.082572282384477
"8297","like","liable",-0.082572282384477
"8298","support","liable",-0.082572282384477
"8299","friendly","liable",-0.082572282384477
"8300","better","supple",-0.082572282384477
"8301","commitment","supple",-0.082572282384477
"8302","free","supple",-0.082572282384477
"8303","engaging","supple",-0.082572282384477
"8304","improve","supple",-0.082572282384477
"8305","like","supple",-0.082572282384477
"8306","support","supple",-0.082572282384477
"8307","friendly","supple",-0.082572282384477
"8308","subjected","friendly",-0.082572282384477
"8309","smart","friendly",-0.082572282384477
"8310","reasonably","friendly",-0.082572282384477
"8311","solid","friendly",-0.082572282384477
"8312","threats","friendly",-0.082572282384477
"8313","great","friendly",-0.082572282384477
"8314","love","friendly",-0.082572282384477
"8315","patriot","friendly",-0.082572282384477
"8316","regal","friendly",-0.082572282384477
"8317","top","friendly",-0.082572282384477
"8318","loss","friendly",-0.082572282384477
"8319","significant","friendly",-0.082572282384477
"8320","capability","friendly",-0.082572282384477
"8321","continuity","friendly",-0.082572282384477
"8322","economical","friendly",-0.082572282384477
"8323","effective","friendly",-0.082572282384477
"8324","interests","friendly",-0.082572282384477
"8325","reputation","friendly",-0.082572282384477
"8326","successfully","friendly",-0.082572282384477
"8327","variety","friendly",-0.082572282384477
"8328","waste","friendly",-0.082572282384477
"8329","respect","friendly",-0.082572282384477
"8330","confidence","friendly",-0.082572282384477
"8331","covenant","friendly",-0.082572282384477
"8332","improvement","friendly",-0.082572282384477
"8333","transparent","friendly",-0.082572282384477
"8334","trust","friendly",-0.082572282384477
"8335","best","friendly",-0.082572282384477
"8336","gold","friendly",-0.082572282384477
"8337","guarantee","friendly",-0.082572282384477
"8338","majesty","friendly",-0.082572282384477
"8339","accessible","friendly",-0.082572282384477
"8340","concise","friendly",-0.082572282384477
"8341","facilitate","friendly",-0.082572282384477
"8342","greatest","friendly",-0.082572282384477
"8343","impaired","friendly",-0.082572282384477
"8344","success","friendly",-0.082572282384477
"8345","encourage","friendly",-0.082572282384477
"8346","favor","friendly",-0.082572282384477
"8347","damage","friendly",-0.082572282384477
"8348","liable","friendly",-0.082572282384477
"8349","supple","friendly",-0.082572282384477
"8350","fair","friendly",-0.082572282384477
"8351","leading","friendly",-0.082572282384477
"8352","encouraging","friendly",-0.082572282384477
"8353","guidance","friendly",-0.082572282384477
"8354","supporting","friendly",-0.082572282384477
"8355","keen","friendly",-0.082572282384477
"8356","vice","friendly",-0.082572282384477
"8357","competitive","friendly",-0.082572282384477
"8358","complaints","friendly",-0.082572282384477
"8359","losses","friendly",-0.082572282384477
"8360","smarter","friendly",-0.082572282384477
"8361","awarded","friendly",-0.082572282384477
"8362","pure","friendly",-0.082572282384477
"8363","recommendations","friendly",-0.082572282384477
"8364","volatile","friendly",-0.082572282384477
"8365","valor","friendly",-0.082572282384477
"8366","attentive","friendly",-0.082572282384477
"8367","innovation","friendly",-0.082572282384477
"8368","reliable","friendly",-0.082572282384477
"8369","better","lead",-0.082572282384477
"8370","commitment","lead",-0.082572282384477
"8371","engaging","lead",-0.082572282384477
"8372","improve","lead",-0.082572282384477
"8373","like","lead",-0.082572282384477
"8374","support","lead",-0.082572282384477
"8375","better","fair",-0.082572282384477
"8376","commitment","fair",-0.082572282384477
"8377","free","fair",-0.082572282384477
"8378","engaging","fair",-0.082572282384477
"8379","improve","fair",-0.082572282384477
"8380","like","fair",-0.082572282384477
"8381","friendly","fair",-0.082572282384477
"8382","better","leading",-0.082572282384477
"8383","commitment","leading",-0.082572282384477
"8384","free","leading",-0.082572282384477
"8385","engaging","leading",-0.082572282384477
"8386","improve","leading",-0.082572282384477
"8387","like","leading",-0.082572282384477
"8388","friendly","leading",-0.082572282384477
"8389","better","encouraging",-0.082572282384477
"8390","commitment","encouraging",-0.082572282384477
"8391","free","encouraging",-0.082572282384477
"8392","engaging","encouraging",-0.082572282384477
"8393","improve","encouraging",-0.082572282384477
"8394","like","encouraging",-0.082572282384477
"8395","friendly","encouraging",-0.082572282384477
"8396","better","guidance",-0.082572282384477
"8397","commitment","guidance",-0.082572282384477
"8398","free","guidance",-0.082572282384477
"8399","engaging","guidance",-0.082572282384477
"8400","improve","guidance",-0.082572282384477
"8401","like","guidance",-0.082572282384477
"8402","friendly","guidance",-0.082572282384477
"8403","better","supporting",-0.082572282384477
"8404","commitment","supporting",-0.082572282384477
"8405","free","supporting",-0.082572282384477
"8406","engaging","supporting",-0.082572282384477
"8407","improve","supporting",-0.082572282384477
"8408","like","supporting",-0.082572282384477
"8409","friendly","supporting",-0.082572282384477
"8410","better","keen",-0.082572282384477
"8411","commitment","keen",-0.082572282384477
"8412","free","keen",-0.082572282384477
"8413","engaging","keen",-0.082572282384477
"8414","improve","keen",-0.082572282384477
"8415","support","keen",-0.082572282384477
"8416","friendly","keen",-0.082572282384477
"8417","better","vice",-0.082572282384477
"8418","commitment","vice",-0.082572282384477
"8419","free","vice",-0.082572282384477
"8420","engaging","vice",-0.082572282384477
"8421","improve","vice",-0.082572282384477
"8422","like","vice",-0.082572282384477
"8423","support","vice",-0.082572282384477
"8424","friendly","vice",-0.082572282384477
"8425","better","competitive",-0.082572282384477
"8426","commitment","competitive",-0.082572282384477
"8427","free","competitive",-0.082572282384477
"8428","engaging","competitive",-0.082572282384477
"8429","improve","competitive",-0.082572282384477
"8430","like","competitive",-0.082572282384477
"8431","support","competitive",-0.082572282384477
"8432","friendly","competitive",-0.082572282384477
"8433","better","complaints",-0.082572282384477
"8434","commitment","complaints",-0.082572282384477
"8435","free","complaints",-0.082572282384477
"8436","engaging","complaints",-0.082572282384477
